airline_sentiment,airline_sentiment_confidence,airline,text
positive,1.0,Delta,@JetBlue I agree!!! If only there was a frequent tweeter discount so I could fly to see more friends! 😀@Tinman2IronMan @meggersrocks
positive,1.0,Delta,"@JetBlue I can't say what airline I am on right now, but I sincerely miss you. #bestairline"
positive,1.0,Delta,@JetBlue I did...#FlyFi worked well and was free aboard this flight
positive,1.0,Delta,@JetBlue I do! The best airline wifi ever. Thank you!
positive,1.0,Delta,"@JetBlue I flew to San Francisco from Fort Lauderdale with you last year, had a fantastic time so would like to go back !"
positive,1.0,Delta,@JetBlue I have a little more time then that..lol. Well actually a lot more. 36 days more. But I'm just excited!!
positive,1.0,Delta,@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!
positive,1.0,Delta,@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job
positive,1.0,Delta,"@JetBlue I like "" Follow @JetBlue """
positive,1.0,Delta,@JetBlue I love #JetBlue ! #FlyFi when will we be able to charge our devices on domestic #A320 flights?! Thanks! http://t.co/obqIro1bUJ
positive,1.0,Delta,"@JetBlue I love flying with u, but I have a question, why is one of ur planes called ny jets"
positive,1.0,Delta,@JetBlue I love you
positive,1.0,Delta,@JetBlue I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!
positive,1.0,Delta,@JetBlue I was so excited when I saw that you fly there! #ionlyflyblue
positive,1.0,Delta,@JetBlue I will! Thank you!
positive,1.0,Delta,@JetBlue I will. I love flying with you all. Great service.
positive,1.0,Delta,@JetBlue I will. Thank you!
positive,1.0,Delta,@JetBlue I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks
positive,1.0,Delta,@JetBlue I would go anywhere JetBlue goes.
positive,1.0,Delta,@JetBlue I would go to Las Vegas. It is gorgeous and I go there every year and I fly with you guys Vegas is gorgeous &amp; so much to do there.🌴
positive,1.0,Delta,"@JetBlue I would prefer a similar picture but full of E190 tails, but great shot!"
positive,1.0,Delta,@JetBlue I'll pass along the advice. You guys rock!!
positive,1.0,Delta,@JetBlue I'm all set. About to fly. Not bad for a first date with a giant metal bird machine. She even brought snacks.
positive,1.0,Delta,@JetBlue It was fabulous! Very pleased.
positive,1.0,Delta,@JetBlue Jua at JFK 'Just Ask' desk was incredibly helpful! Thanks!
positive,1.0,Delta,@JetBlue Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach ! #jetbluerocks
positive,1.0,Delta,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_
positive,1.0,Delta,@JetBlue Looking cool
positive,1.0,Delta,@JetBlue Love you guys sooooooo much. Ridiculously appreciated! A+ service!
positive,1.0,Delta,@JetBlue Love you guys😍😍😍 http://t.co/3X9NRUOvtS
positive,1.0,Delta,"@JetBlue Love you, bae. #JetBae"
positive,1.0,Delta,@JetBlue Mark T. in Austin was great handling my bag issue. #thanks
positive,1.0,Delta,@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!
positive,1.0,Delta,@JetBlue OH YEAH!!! great flight down to Mexico with a wonderful crew!! Thank you!!
positive,1.0,Delta,@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday
positive,1.0,Delta,@JetBlue Of course U know I would like 2 lay you down in a #BedofRoses as long as they're #mint colored! https://t.co/3QYEzHjGsb #brandmance
positive,1.0,Delta,@JetBlue Please come to Indianapolis!
positive,1.0,Delta,@JetBlue Really!? That's good to hear! Thanks for the update @walls29 We may make that business meeting after all.
positive,1.0,Delta,@JetBlue Same exact flight too. Love JetBlue. Really want to fly with ya'll. But that's a little pricey for basic (not Mint). BOS to SFO.
positive,1.0,Delta,@JetBlue Seems very likely.
positive,1.0,Delta,@JetBlue Success! Good work JetBlue team
positive,1.0,Delta,@JetBlue THANK YOU! I am your new big fan :)
positive,1.0,Delta,@JetBlue Thank you Alicia! #ExceptionalService
positive,1.0,Delta,@JetBlue Thank you for the free flyfi!! Makes an already great airline even better! #jetblue #Boston #westpalmbeach #flybetter
positive,1.0,Delta,@JetBlue Thank you for the quick response! I am trying to request abassinet for my son. it would be great if you can help me with my request
positive,1.0,Delta,@JetBlue Thank you for the service credit. And to @PamGrout for positive thoughts.
positive,1.0,Delta,@JetBlue Thank you for your excellent customer service - resolved issue quickly.
positive,1.0,Delta,@JetBlue Thank you so much! I wasn't sure since in know the limit is 4 ozs. Excited to fly with JetBlue!
positive,1.0,Delta,"@JetBlue Thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily #thanksDave http://t.co/iNNP0Kkyby"
positive,1.0,Delta,@JetBlue Thank you!
positive,1.0,Delta,@JetBlue Thank you!
positive,1.0,Delta,@JetBlue Thank you. I really would have preferred Jet Blue. You guys have the best seats in the business.
positive,1.0,Delta,"@JetBlue Thanks JB. Actually, As a birder I love them too. They just need to be outside. It shouldn't be too hard to trap and move them."
positive,1.0,Delta,"@JetBlue Thanks for offering this service, guys! http://t.co/xDjzkC34GB"
positive,1.0,Delta,@JetBlue Thanks for taking me back home today despite Pandora's best efforts to Cancelled Flight the flight. #jetblue #backhome #noplacelikehome
positive,1.0,Delta,@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful
positive,1.0,Delta,@JetBlue Thanks for the complimentary upgrade to first. You are the best!
positive,1.0,Delta,"@JetBlue Thanks for the instant reply, and for still doing first bag free (so important)!"
positive,1.0,Delta,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :)
positive,1.0,Delta,@JetBlue Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.
positive,1.0,Delta,@JetBlue Thanks!
positive,1.0,Delta,@JetBlue Thanks! Her flight leaves at 2 but she's arriving to the airport early. Wedding is in VT in Sept. Grateful you fly to BTV!! :)
positive,1.0,Delta,@JetBlue Thanks! I made it 😃
positive,1.0,Delta,@JetBlue Thanks! See you soon!
positive,1.0,Delta,@JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!
positive,1.0,Delta,@JetBlue That makes two of us! Lol #Blushing
positive,1.0,Delta,@JetBlue That's why I love JetBlue! #truebluemember4life
positive,1.0,Delta,@JetBlue They just came out. Thanks for the follow-up. That's why you're the best!
positive,1.0,Delta,@JetBlue This could be the beginning of a BLUEtiful relationship :) #lifeneedsfrosting
positive,1.0,Delta,@JetBlue Touchdown JFK! Well done pilots of JetBlue Flight 226! #JetBlueRocks
positive,1.0,Delta,"@JetBlue Utah, I think. And thanks!"
positive,1.0,Delta,"@JetBlue Very excited, for the first time this Sunday, March 1 I get to fly #JetBlue flight 123 #Mint from JFK. Looking forward :-)"
positive,1.0,Delta,@JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at JetBlue
positive,1.0,Delta,"@JetBlue We had 2 great flights into and out of the Bahamas, even during the bad weather in the northeast, thanks for the great service!!!"
positive,1.0,Delta,@JetBlue What a great idea! #cometoAustin
positive,1.0,Delta,"@JetBlue Worked now, ty"
positive,1.0,Delta,@JetBlue You definitely will!
positive,1.0,Delta,"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)"
positive,1.0,Delta,"@JetBlue also. Emergency exit seats. 6'2"" and that's a huge win."
positive,1.0,Delta,@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!
positive,1.0,Delta,@JetBlue anything for you. #flyfi http://t.co/8jceDiKY9U
positive,1.0,Delta,@JetBlue awe you guys are great can't wait to travel with you again soon!!!
positive,1.0,Delta,@JetBlue awesome
positive,1.0,Delta,"@JetBlue awesome, thanks!"
positive,1.0,Delta,"@JetBlue be flying soon to NYC on your airline, of all airlines I've flown you're still #1 to me 😊😊😊✈️✈️✈️"
positive,1.0,Delta,@JetBlue beautiful ride. Thanks again:)
positive,1.0,Delta,"@JetBlue but thank you! Love, an anxious flyer."
positive,1.0,Delta,@JetBlue can't wait! I'll be the one who can't contain herself. 😄
positive,1.0,Delta,@JetBlue credit to you for replying. I’ll look forward to hopefully one of those 103 on my flight home tonight :)
positive,1.0,Delta,@JetBlue currently dancing in the terminal. love Stevie!
positive,1.0,Delta,@JetBlue definitely!
positive,1.0,Delta,"@JetBlue done, thank you!"
positive,1.0,Delta,@JetBlue excellent. you guys are the best
positive,1.0,Delta,@JetBlue flight 117. proud to fly Jet Blue!
positive,1.0,Delta,"@JetBlue flight attendant Wendi on Flt 127 on 2/17, Newark to Orlando. 👍👍"
positive,1.0,Delta,@JetBlue flight booked! Heading out to California with the @WikiPearl team for @NatProdExpo on March 6-8! Can't wait! #ExpoWest
positive,1.0,Delta,"@JetBlue flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines, take notes!"
positive,1.0,Delta,"@JetBlue friendly, engaging, personable, handled clarifying questions about baggage fees well, and took an interest in what I was doing."
positive,1.0,Delta,@JetBlue good to hear. Thx for being responsive.
positive,1.0,Delta,"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks"
positive,1.0,Delta,@JetBlue got it. thanks the quick reply.
positive,1.0,Delta,@JetBlue gr8 #Mint crew on #flight 123 to #LAX they're #Mintalicious #TrueBlueLove #ShelleyandMarcRock #travel #air
positive,1.0,Delta,@JetBlue great flight and crew! Flight 51 from BOS to MCO
positive,1.0,Delta,@JetBlue great flight http://t.co/E0R0NTO4TR
positive,1.0,Delta,@JetBlue great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.
positive,1.0,Delta,@JetBlue great flight! Great view! :-) http://t.co/Yxn00pnOav
positive,1.0,Delta,@JetBlue great smooth flight too! 👏👍
positive,1.0,Delta,@JetBlue great to see the RedSox plane and your reminder you ❤️NY side by side at JFK #catsanddogslivingtogether http://t.co/KFUyYoKUFv
positive,1.0,Delta,"@JetBlue great trip today! Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB"
positive,1.0,Delta,@JetBlue great.
positive,1.0,Delta,@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee
positive,1.0,Delta,@JetBlue had a great flight to Orlando from Hartford a few weeks ago! Was great to get out on time and arrive early!
positive,1.0,Delta,@JetBlue haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue
positive,1.0,Delta,@JetBlue haha thanks Jetblue👌☺️
positive,1.0,Delta,@JetBlue hahah 😂👌👌👌 love flying jet blue tho!! http://t.co/7VeE44MACM
positive,1.0,Delta,@JetBlue he just went above and beyond to be helpful
positive,1.0,Delta,@JetBlue heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?
positive,1.0,Delta,@JetBlue here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!
positive,1.0,Delta,@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3
positive,1.0,Delta,"@JetBlue hey, so, Dre at Seatac check in needs a raise, stat. Dude gave me amazing customer service and made me feel valued. 👍"
positive,1.0,Delta,@JetBlue hotspot free WiFi makes me happy. #jfk #itsthelittlethings
